state,county,latitude,longitude,fips,total_population_20,incarcerated_20,percent_incarcerated_20,total_population_10,incarcerated_10,percent_incarcerated_10,total_population_00,incarcerated_00,percent_incarcerated_00
MO,Stone County,36.7748882,-93.4599326,29209,31076,0,0,32202,0,0,28658,30,0.1046828111
MO,Sullivan County,36.4933147,-82.345189,29211,5999,0,0,6714,0,0,7219,6,0.08311400471
MO,Taney County,36.6576378,-93.0175712,29213,56066,118,0.2104662362,51675,102,0.1973875181,39703,20,0.05037402715
MO,Texas County,36.8301318,-101.4339148,29215,24487,1505,6.146118349,26008,1644,6.321131959,23003,6,0.02608355432
MO,Vernon County,43.5576968,-90.8294002,29217,19707,91,0.4617648551,21159,48,0.2268538211,20454,12,0.05866823115
MO,Warren County,39.4241422,-84.1857115,29219,35532,87,0.2448497129,32513,106,0.3260234368,24525,56,0.2283384302
MO,Washington County,44.8896877,-92.8577105,29221,23514,927,3.942332228,25195,926,3.675332407,23344,949,4.065284441
MO,Wayne County,42.2790746,-83.336188,29223,10974,46,0.4191725898,13521,14,0.1035426374,13259,3,0.02262614073
MO,Webster County,37.3483339,-92.8577105,29225,39085,604,1.545349878,36202,653,1.803767748,31045,685,2.206474473
MO,Worth County,31.5282489,-83.8897057,29227,1973,0,0,2171,0,0,2382,0,0
MO,Wright County,45.1538202,-94.0190943,29229,18188,64,0.3518803607,18815,23,0.1222428913,17955,14,0.07797270955
MO,St. Louis city,38.6270025,-90.1994042,29510,301578,1213,0.4022176684,319294,1300,0.4071482709,348189,1081,0.3104635701
LA,Acadia Parish,30.2297347,-92.3813621,22001,57576,49,0.08510490482,61773,260,0.4208958607,58861,207,0.3516759824
LA,Allen Parish,30.5887484,-92.8577105,22003,22750,2747,12.07472527,25764,3949,15.32758888,25440,3903,15.34198113
LA,Ascension Parish,30.2017295,-90.9438468,22005,126500,311,0.2458498024,107215,460,0.4290444434,76627,209,0.272749814
LA,Assumption Parish,29.9232544,-91.09694,22007,21039,85,0.4040115975,23421,75,0.3202254387,23388,57,0.2437147255
LA,Avoyelles Parish,30.9711824,-92.0665197,22009,39693,2101,5.293124732,42073,2685,6.381765027,41481,2319,5.590511318
LA,Beauregard Parish,30.7611484,-93.3388917,22011,36549,904,2.473391885,35654,1087,3.048746284,32986,883,2.676893227
LA,Bienville Parish,32.4107403,-93.0175712,22013,12981,35,0.2696248363,14353,44,0.3065561207,15752,50,0.3174200102
LA,Bossier Parish,32.7551322,-93.6623239,22015,128746,979,0.760411974,116979,312,0.2667145385,98310,332,0.3377072526
LA,Caddo Parish,32.6136798,-93.8655303,22017,237848,1214,0.5104100098,254969,2194,0.8604967663,252161,1800,0.7138296564
LA,Calcasieu Parish,30.2089286,-93.3388917,22019,216785,1018,0.4695896856,192768,1500,0.7781374502,183577,1205,0.6564003116
LA,Caldwell Parish,32.0669717,-92.0665197,22021,9645,586,6.075686884,10132,502,4.954599289,10560,527,4.990530303
LA,Cameron Parish,29.8434436,-93.1779659,22023,5617,24,0.4272743457,6839,0,0,9991,23,0.2302071865
LA,Catahoula Parish,31.7053083,-91.9099238,22025,8906,493,5.535593982,10407,793,7.619871241,10920,392,3.58974359
LA,Claiborne Parish,32.7722557,-93.0175712,22027,14170,1635,11.53846154,17195,2767,16.09188718,16851,924,5.483354104
LA,Concordia Parish,31.4808983,-91.637215,22029,18687,746,3.992080056,20822,1311,6.296225146,20247,457,2.257124512
LA,De Soto Parish,32.0310567,-93.6623239,22031,26812,89,0.331940922,26656,98,0.3676470588,25494,93,0.3647917157
LA,East Baton Rouge Parish,30.5693593,-91.09694,22033,456781,2008,0.4395979693,440171,2364,0.5370640047,412852,1740,0.4214585372
LA,East Carroll Parish,32.7570923,-91.2506002,22035,7459,1595,21.38356348,7759,1067,13.75177214,9421,903,9.584969748
LA,East Feliciana Parish,30.8458948,-91.0203224,22037,19539,1750,8.956446082,20267,1562,7.70711008,21360,1686,7.893258427
LA,Evangeline Parish,30.7821781,-92.3813621,22039,32350,967,2.989180835,33984,1061,3.122057439,35434,1220,3.443020827
LA,Franklin Parish,32.0737103,-91.5983959,22041,19774,0,0,20767,351,1.690181538,21263,303,1.425010582
LA,Grant Parish,31.6943716,-92.539603,22043,22169,2778,12.53101177,22309,2745,12.30445112,18698,28,0.1497486362
LA,Iberia Parish,29.4992629,-91.7538817,22045,69929,374,0.5348281829,73240,476,0.6499180776,73266,385,0.5254824885
LA,Iberville Parish,30.2899179,-91.4048249,22047,30241,2225,7.357560927,33387,3533,10.58196304,33320,3100,9.303721489
LA,Jackson Parish,32.2399791,-92.539603,22049,15031,499,3.319805735,16274,816,5.014132973,15397,21,0.1363902059
LA,Jefferson Parish,29.6498691,-90.1120696,22051,440781,930,0.2109891307,432552,943,0.2180084707,455466,691,0.1517127513
LA,Jefferson Davis Parish,30.2672346,-92.8178291,22053,32250,244,0.7565891473,31594,120,0.379818953,31435,74,0.2354063941
LA,Lafayette Parish,30.2240897,-92.0198427,22055,241753,1339,0.5538710998,221578,1082,0.488315627,190503,901,0.4729584311
LA,Lafourche Parish,29.6952295,-90.5257823,22057,97557,543,0.5565976814,96318,361,0.3748001412,89974,190,0.2111721164
LA,LaSalle Parish,31.7002461,-92.2236667,22059,14791,1819,12.29801907,14890,1044,7.011417058,14282,470,3.290855622
LA,Lincoln Parish,32.598888,-92.6983868,22061,48396,243,0.5021076122,46735,203,0.434363967,42509,91,0.2140723141
LA,Livingston Parish,30.4340146,-90.6773046,22063,142282,541,0.3802308092,128026,524,0.4092918626,91814,142,0.1546605093
LA,Madison Parish,32.4401578,-91.2891036,22065,10017,600,5.989817311,12093,1430,11.82502274,13728,602,4.385198135
LA,Morehouse Parish,32.796224,-91.7538817,22067,25629,864,3.371181084,27979,485,1.733442939,31021,441,1.421617614
LA,Natchitoches Parish,31.6801229,-93.1779659,22069,37515,617,1.644675463,39566,461,1.165141788,39080,314,0.8034800409
LA,Orleans Parish,29.9510658,-90.0715323,22071,383997,1721,0.4481805847,343829,3749,1.090367596,484674,6160,1.270957386
LA,Ouachita Parish,32.4271852,-92.2236667,22073,160368,2503,1.560785194,153720,2112,1.37392662,147250,763,0.5181663837
LA,Plaquemines Parish,29.3240045,-89.4742177,22075,23515,500,2.12630236,23042,26,0.1128374273,26757,311,1.162312666
LA,Pointe Coupee Parish,30.6102166,-91.5983959,22077,20758,0,0,22802,0,0,22763,106,0.46566797
LA,Rapides Parish,31.1461104,-92.539603,22079,130023,758,0.5829737816,131613,1547,1.175415802,126337,1448,1.146140877
LA,Red River Parish,32.0842949,-93.3792057,22081,7620,37,0.4855643045,9091,75,0.8249917501,9622,60,0.6235709832
LA,Richland Parish,32.3887281,-91.7928402,22083,20043,651,3.248016764,20725,708,3.416164053,20981,670,3.193365426
LA,Sabine Parish,31.4893252,-93.5003454,22085,22155,120,0.5416384563,24233,165,0.6808896959,23459,118,0.5030052432
LA,St. Bernard Parish,29.879791,-89.3226954,22087,43764,155,0.3541723791,35897,228,0.6351505697,67229,296,0.440286186
LA,St. Charles Parish,29.9273657,-90.3371889,22089,52549,432,0.822089859,52780,504,0.9549071618,48072,95,0.1976202363
LA,St. Helena Parish,30.8021866,-90.6773046,22091,10920,36,0.3296703297,11203,47,0.4195304829,10525,0,0
LA,St. James Parish,30.0179292,-90.7913227,22093,20192,45,0.2228605388,22102,92,0.4162519229,21216,83,0.391214178
LA,St. John the Baptist Parish,30.1118331,-90.4879916,22095,42477,155,0.3649033595,45924,226,0.4921174114,43044,315,0.7318093114
LA,St. Landry Parish,30.6036535,-92.0665197,22097,82540,307,0.3719408772,83384,274,0.3286002111,87700,299,0.3409350057
LA,St. Martin Parish,30.2395901,-91.7538817,22099,51767,29,0.05602024456,52160,448,0.8588957055,48583,420,0.864499928
LA,St. Mary Parish,29.502976,-91.443469,22101,49406,282,0.5707808768,54650,443,0.8106129918,53500,267,0.4990654206
LA,St. Tammany Parish,30.4357418,-89.9253233,22103,264570,319,0.1205730053,233740,118,0.05048344314,191268,550,0.2875546354
LA,Tangipahoa Parish,30.6194521,-90.3748354,22105,133157,904,0.6788978424,121097,612,0.5053799846,100588,537,0.5338608979
LA,Tensas Parish,32.077218,-91.2891036,22107,4147,0,0,5252,16,0.3046458492,6618,421,6.361438501
LA,Terrebonne Parish,29.2299682,-90.7532809,22109,109580,505,0.4608505202,111860,789,0.7053459682,104503,540,0.5167315771
LA,Union Parish,32.7859102,-92.3813621,22111,21107,150,0.7106647084,22721,340,1.49641301,22803,130,0.5701004254
LA,Vermilion Parish,29.8601413,-92.3813621,22113,57359,0,0,57999,0,0,53807,155,0.2880666084
LA,Vernon Parish,31.1320009,-93.1779659,22115,48750,103,0.2112820513,52334,94,0.1796155463,52531,277,0.527307685
LA,Washington Parish,30.803926,-90.0746767,22117,45463,1454,3.198205134,47168,1302,2.760345997,43926,1306,2.97318217
LA,Webster Parish,32.7641355,-93.3388917,22119,36967,0,0,41207,709,1.720581455,41831,278,0.6645789008
LA,West Baton Rouge Parish,30.4751202,-91.3276422,22121,27199,517,1.900805177,23788,446,1.874894905,21601,436,2.018425073
LA,West Carroll Parish,32.7545792,-91.4821482,22123,9751,0,0,11604,378,3.257497415,12314,579,4.701965243
LA,West Feliciana Parish,30.8423123,-91.4048249,22125,15310,5284,34.51338994,15625,5171,33.0944,15111,5022,33.2340679
LA,Winn Parish,31.9196124,-92.6586401,22127,13755,1322,9.611050527,15313,1520,9.926206491,16894,1529,9.050550491
UT,Beaver County,40.6367812,-80.365865,49001,7072,344,4.864253394,6629,14,0.2111932418,6005,158,2.631140716
UT,Box Elder County,41.5380087,-113.1918021,49003,57666,88,0.1526029203,49975,116,0.232116058,42745,122,0.2854134987
UT,Cache County,41.7560026,-111.7614661,49005,133154,201,0.1509530318,112656,312,0.276949297,91391,66,0.07221717675
UT,Carbon County,39.6479807,-110.6168921,49007,20412,58,0.2841465804,21403,93,0.4345185254,20422,49,0.2399373225
UT,Daggett County,40.9053845,-109.5211063,49009,935,0,0,1059,63,5.949008499,921,77,8.360477742
UT,Davis County,40.9628845,-112.0953297,49011,362679,324,0.08933519724,306479,675,0.2202434751,238994,542,0.226783936
UT,Duchesne County,40.2172448,-110.5215459,49013,19596,91,0.4643804858,18607,152,0.8168968668,14371,175,1.217730151
UT,Emery County,39.0738385,-110.7122465,49015,9825,0,0,10976,0,0,10860,19,0.1749539595
UT,Garfield County,39.6584775,-107.763621,49017,5083,60,1.180405272,5172,97,1.875483372,4735,94,1.985216473
UT,Grand County,40.0727382,-106.0640179,49019,9669,34,0.3516392595,9225,33,0.3577235772,8485,31,0.3653506187
UT,Iron County,37.7854715,-113.1918021,49021,57289,120,0.2094642951,46163,136,0.294608236,33779,103,0.3049231771
UT,Juab County,39.7108104,-112.7152125,49023,11786,33,0.2799932123,10246,36,0.351356627,8238,18,0.2184996358
UT,Kane County,41.987884,-88.4016041,49025,7667,163,2.125994522,7125,22,0.3087719298,6046,6,0.09923916639
UT,Millard County,39.0611744,-113.1918021,49027,12975,52,0.4007707129,12503,18,0.1439654483,12405,86,0.6932688432
UT,Morgan County,40.2989226,-103.7289167,49029,12295,0,0,9469,0,0,7129,0,0
UT,Piute County,38.3997408,-112.1430215,49031,1438,0,0,1556,0,0,1435,0,0
UT,Rich County,41.5629707,-111.1891151,49033,2510,4,0.1593625498,2264,1,0.04416961131,1961,1,0.05099439062
UT,Salt Lake County,40.644188,-111.9522491,49035,1185238,5128,0.4326557198,1029655,6327,0.6144776648,898387,5791,0.6445997104
UT,San Juan County,36.3882439,-108.2377519,49037,14518,73,0.5028240805,14746,84,0.5696460057,14413,79,0.5481162839
UT,Sanpete County,39.3090085,-111.5706786,49039,28437,1737,6.108239266,27822,1601,5.754438933,22763,808,3.549619997
UT,Sevier County,35.8271682,-83.5070203,49041,21522,91,0.4228231577,20802,99,0.4759157773,18842,210,1.114531366
UT,Summit County,41.0918991,-81.5596427,49043,42357,28,0.06610477607,36324,70,0.192710054,29736,43,0.1446058649
UT,Tooele County,40.507092,-113.0011989,49045,72698,199,0.2737351784,58218,134,0.2301693634,40735,90,0.2209402234
UT,Uintah County,40.1069499,-109.3783206,49047,35620,12,0.0336889388,32588,98,0.300724193,25224,107,0.4241991754
UT,Utah County,40.0966287,-111.5706786,49049,659399,447,0.0677890018,516564,744,0.1440286199,368536,369,0.1001259036
UT,Wasatch County,40.3629418,-110.9983515,49051,34788,71,0.2040933655,23530,219,0.9307267318,15215,82,0.5389418337
UT,Washington County,44.8896877,-92.8577105,49053,180279,420,0.2329722264,138115,442,0.3200231691,90354,346,0.3829382208
UT,Wayne County,42.2790746,-83.336188,49055,2486,0,0,2778,0,0,2509,0,0
UT,Weber County,41.2602635,-111.9522491,49057,262223,902,0.3439820306,231236,1080,0.4670553028,196533,449,0.2284603603
AZ,Apache County,35.5313224,-109.3783206,4001,66021,379,0.5740597689,71518,428,0.5984507397,69423,522,0.7519121905
AZ,Cochise County,31.828458,-109.949686,4003,125447,2265,1.805543377,131346,2780,2.116547135,117755,2395,2.033883912
AZ,Coconino County,35.6647545,-111.4752851,4005,145101,369,0.2543056216,134421,543,0.4039547392,116320,158,0.1358321871
AZ,Gila County,33.6370567,-110.5215459,4007,53272,408,0.7658807629,53597,393,0.7332499953,51335,434,0.8454270965
AZ,Graham County,33.076805,-109.7591675,4009,38533,2474,6.420470765,37220,3341,8.976356797,33489,2806,8.378870674
AZ,Greenlee County,33.2405598,-109.2831531,4011,9563,18,0.1882254523,8437,33,0.3911342894,8547,22,0.2574002574
AZ,La Paz County,34.0061091,-113.9536466,4012,16557,133,0.8032856194,20489,232,1.132314901,19715,255,1.293431397
AZ,Maricopa County,33.2917968,-112.4291464,4013,4420568,16949,0.3834122674,3817117,18745,0.4910774283,3072149,13884,0.4519312052
AZ,Mohave County,35.2143346,-113.7632828,4015,213267,3065,1.437165619,200186,1912,0.9551117461,155032,345,0.2225347025
AZ,Navajo County,35.4019765,-110.1402594,4017,106717,1355,1.269713354,107449,1703,1.584937971,97470,1486,1.524571663
AZ,Pima County,32.057499,-111.6660725,4019,1043433,8945,0.8572663506,980263,8352,0.8520162446,843746,6916,0.81967796
AZ,Pinal County,32.8162061,-111.2845025,4021,425264,21631,5.086487453,375770,25222,6.71208452,179727,13552,7.540325049
AZ,Santa Cruz County,37.0453988,-121.9579578,4023,47669,65,0.1363569615,47420,49,0.1033319275,38381,43,0.1120346005
AZ,Yavapai County,34.6463981,-112.4291464,4025,236209,453,0.1917793141,211033,551,0.2610966057,167517,200,0.1193908678
AZ,Yuma County,32.6527533,-113.9536466,4027,203881,5645,2.76877198,195751,3483,1.779301255,160026,2765,1.727844225
SC,Abbeville County,34.1891221,-82.4752757,45001,24295,45,0.185223297,25417,79,0.3108155959,26167,48,0.1834371537
SC,Aiken County,33.6005783,-81.6035062,45003,168808,383,0.2268849818,160099,531,0.3316697793,142552,431,0.3023458107
SC,Allendale County,33.0059695,-81.3839326,45005,8039,911,11.33225526,10419,1264,12.1316825,11211,1089,9.71367407
SC,Anderson County,34.5528328,-82.6483442,45007,203718,91,0.04466959228,187126,497,0.265596443,165740,279,0.1683359479
SC,Bamberg County,33.2074402,-81.0754657,45009,13311,14,0.1051761701,15987,46,0.2877337837,16658,39,0.2341217433
SC,Barnwell County,33.279925,-81.4718387,45011,20589,281,1.36480645,22621,70,0.3094469741,23478,61,0.2598177017
SC,Beaufort County,32.2860396,-80.7214417,45013,187117,0,0,162233,195,0.1201974937,120937,163,0.134780919
SC,Berkeley County,33.1260618,-80.0087746,45015,229861,1043,0.4537524852,177843,1059,0.5954690373,142651,2071,1.45179494
SC,Calhoun County,42.2073905,-85.023346,45017,14119,0,0,15175,0,0,15185,0,0
SC,Charleston County,32.7956561,-79.7848422,45019,408235,942,0.2307494458,350209,1778,0.5076968325,309969,1670,0.5387635538
SC,Cherokee County,34.2514526,-84.4802606,45021,56216,220,0.391347659,55342,79,0.1427487261,52537,72,0.1370462722
SC,Chester County,40.0010204,-75.8069082,45023,32294,49,0.1517309717,33140,104,0.3138201569,34068,77,0.2260185511
SC,Chesterfield County,37.3673217,-77.6077865,45025,43273,76,0.1756291452,46734,113,0.241793983,42768,56,0.1309390198
SC,Clarendon County,33.6734243,-80.1875065,45027,31144,1034,3.320061649,34971,1482,4.237797032,32502,1215,3.738231493
SC,Colleton County,32.8242297,-80.7214417,45029,38604,0,0,38892,0,0,38264,71,0.1855530002
SC,Darlington County,34.3649897,-80.0087746,45031,62905,185,0.2940942691,68681,225,0.3276015201,67394,164,0.2433451049
SC,Dillon County,34.3596012,-79.4253776,45033,28292,95,0.3357839672,32062,171,0.5333416506,30722,82,0.2669097064
SC,Dorchester County,33.1680383,-80.543845,45035,161540,1186,0.734183484,136555,1601,1.172421369,96413,1238,1.284059204
SC,Edgefield County,33.8015886,-81.9534815,45037,25657,2043,7.962739213,26985,2803,10.38725218,24595,2413,9.810937182
SC,Fairfield County,39.830506,-82.6483442,45039,20948,55,0.2625548978,23956,72,0.3005510102,23454,58,0.2472925727
SC,Florence County,33.9828684,-79.6502105,45041,137059,549,0.4005574242,136885,610,0.445629543,125761,540,0.4293858986
SC,Georgetown County,33.4213399,-79.2902133,45043,63404,108,0.1703362564,60158,217,0.3607167791,55797,136,0.2437407029
SC,Greenville County,34.9297484,-82.345189,45045,525534,1830,0.3482172419,451225,2197,0.486896781,379616,1865,0.491285931
SC,Greenwood County,34.1672949,-82.12784,45047,69351,552,0.7959510317,69661,838,1.202968663,66271,631,0.9521510163
SC,Hampton County,32.8084577,-81.1196075,45049,18561,1202,6.475944184,21090,1396,6.61925083,21386,1585,7.411390629
SC,Horry County,33.9196567,-78.9288242,45051,351029,458,0.1304735506,269291,673,0.2499155189,196629,430,0.2186859517
SC,Jasper County,32.491436,-81.0754657,45053,28791,977,3.393421555,24777,1367,5.517213545,20678,1240,5.996711481
SC,Kershaw County,34.3671762,-80.5882803,45055,65403,0,0,61697,0,0,52647,88,0.1671510247
SC,Lancaster County,40.8471492,-96.663812,45057,96016,1407,1.46538077,76652,1684,2.196942024,61351,1500,2.444947923
SC,Laurens County,34.5203466,-82.12784,45059,67539,213,0.3153733398,66537,190,0.2855554053,69567,128,0.1839952851
SC,Lee County,26.6630286,-81.9534815,45061,16531,1254,7.585747989,19220,1802,9.375650364,20119,1471,7.311496595
SC,Lexington County,33.9309651,-81.2518833,45063,293991,151,0.05136211653,262391,857,0.3266118121,216014,478,0.2212819539
SC,McCormick County,33.9134577,-82.2934585,45065,9526,899,9.437329414,10233,1244,12.15674778,9958,1182,11.86985338
SC,Marion County,29.2787765,-82.12784,45067,29183,62,0.2124524552,33062,0,0,35466,103,0.2904189928
SC,Marlboro County,34.5582435,-79.6951103,45069,26667,2619,9.821127236,28933,3113,10.75934055,28818,1394,4.837254494
SC,Newberry County,34.309094,-81.6035062,45071,37719,68,0.1802804952,37508,122,0.3252639437,36108,68,0.1883239171
SC,Oconee County,34.749245,-82.9931607,45073,78607,139,0.1768290356,74273,165,0.222153407,66215,63,0.0951446047
SC,Orangeburg County,33.5635155,-81.0754657,45075,84223,246,0.2920817354,92501,307,0.3318883039,91582,324,0.3537813107
SC,Pickens County,34.9046217,-82.6483442,45077,131404,263,0.2001461143,119224,207,0.1736227605,110757,89,0.08035609487
SC,Richland County,34.0412165,-80.9428911,45079,416147,5699,1.369468,384504,7202,1.873062439,320677,6174,1.925301783
SC,Saluda County,34.008713,-81.734942,45081,18862,0,0,19875,0,0,19181,21,0.1094833429
SC,Spartanburg County,34.860551,-81.9534815,45083,327997,1971,0.6009201304,284307,2600,0.9145043914,253791,2405,0.9476301366
SC,Sumter County,28.6747526,-82.0842901,45085,105556,703,0.6659971958,107456,861,0.8012581894,104646,1039,0.9928712039
SC,Union County,34.9338651,-80.543845,45087,27244,98,0.3597122302,28961,80,0.2762335555,29881,39,0.1305177203
SC,Williamsburg County,33.6293606,-79.6502105,45089,31026,1320,4.254496229,34423,1234,3.58481248,37217,75,0.2015208104
SC,York County,34.9871367,-81.2518833,45091,282090,252,0.08933319153,226073,514,0.227360189,164614,544,0.3304700694
GA,Appling County,31.712238,-82.2583297,13001,18444,270,1.463890696,18236,269,1.47510419,17419,23,0.1320397267
GA,Atkinson County,31.2932161,-82.8640623,13003,8286,14,0.168959691,8375,11,0.1313432836,7609,5,0.06571165725
GA,Bacon County,31.5412085,-82.4319405,13005,11140,186,1.669658887,11096,238,2.144917087,10103,39,0.3860239533
GA,Baker County,44.7652304,-117.67692,13007,2876,0,0,3451,0,0,4074,4,0.09818360334
GA,Baldwin County,30.6010744,-87.7763333,13009,43799,2470,5.63939816,45720,1894,4.142607174,44700,4940,11.05145414
GA,Banks County,34.378542,-83.4643551,13011,18035,0,0,18395,0,0,14422,0,0
GA,Barrow County,34.0142667,-83.6986568,13013,83505,235,0.2814202742,69367,0,0,46144,112,0.2427184466
GA,Bartow County,34.2660473,-84.8150781,13015,108901,502,0.4609691371,100157,594,0.5930688819,76019,437,0.5748562859
GA,Ben Hill County,31.7664035,-83.2077645,13017,17194,77,0.4478306386,17634,110,0.6237949416,17484,97,0.5547929536
GA,Berrien County,42.0320742,-86.7416374,13019,18160,64,0.3524229075,19286,61,0.3162916105,16235,28,0.1724668925
GA,Bibb County,32.7865735,-83.7199136,13021,157346,2125,1.350526864,155547,1966,1.263926659,153887,1664,1.081312911
GA,Bleckley County,32.4087854,-83.3789389,13023,12583,207,1.645076691,13063,173,1.324351221,11666,23,0.1971541231
GA,Brantley County,31.1510963,-81.9971108,13025,18021,0,0,18411,0,0,14629,15,0.1025360585
GA,Brooks County,27.0273057,-98.2212979,13027,16301,25,0.1533648242,16243,0,0,16450,33,0.2006079027
GA,Bryan County,32.0236584,-81.4718387,13029,44738,0,0,30233,0,0,23417,68,0.2903873254
GA,Bulloch County,32.3595678,-81.7787021,13031,81099,1883,2.321853537,70217,505,0.7191990544,55983,248,0.4429916225
GA,Burke County,35.7616931,-81.734942,13033,24596,101,0.4106358758,23316,115,0.4932235375,22243,63,0.2832351751
GA,Butts County,33.2691443,-83.9532571,13035,25434,2680,10.53707635,23655,2107,8.907207778,19522,1789,9.16402008
GA,Calhoun County,42.2073905,-85.023346,13037,5573,1538,27.59734434,6694,1645,24.57424559,6320,1236,19.55696203
GA,Camden County,39.8592439,-75.0143824,13039,54768,0,0,50513,203,0.4018767446,43664,108,0.2473433492
GA,Candler County,32.4241804,-82.0842901,13043,10981,13,0.1183863036,10998,37,0.3364248045,9577,37,0.3863422784
GA,Carroll County,39.5423418,-77.0564464,13045,119148,541,0.454057139,110527,776,0.7020908918,87268,486,0.5569051657
GA,Catoosa County,34.8981727,-85.1479364,13047,67872,142,0.2092173503,63942,181,0.2830690313,53282,95,0.1782966105
GA,Charlton County,30.7917361,-82.0842901,13049,12518,2325,18.57325451,12171,1646,13.52395037,10282,1052,10.23147248
GA,Chatham County,35.7211289,-79.17807,13051,295291,3336,1.129733043,265128,3511,1.324266015,232048,2419,1.042456733
GA,Chattahoochee County,32.2952274,-84.8150781,13053,9565,0,0,11267,0,0,14882,0,0
GA,Chattooga County,34.4632661,-85.3136218,13055,24965,1061,4.24994993,26015,1748,6.719200461,25470,1490,5.850019631
GA,Cherokee County,34.2514526,-84.4802606,13057,266620,483,0.1811567024,214346,557,0.259860226,141903,144,0.10147777
GA,Clarke County,33.9519347,-83.357567,13059,128671,191,0.1484405966,116714,431,0.3692787498,101489,583,0.5744464917
GA,Clay County,29.9943564,-81.7787021,13061,2848,0,0,3183,0,0,3357,0,0
GA,Clayton County,33.5571944,-84.375233,13063,297595,1827,0.6139216049,259424,2906,1.120173924,236517,1379,0.5830447706
GA,Clinch County,30.9716985,-82.820974,13065,6749,0,0,6798,29,0.4265960577,6878,209,3.038674033
GA,Cobb County,33.8999297,-84.564147,13067,766149,1238,0.1615873675,688078,2419,0.3515589802,607751,2215,0.3644584707
GA,Coffee County,35.4576849,-86.0529604,13069,43092,2668,6.191404437,42356,2157,5.092548871,37413,1018,2.720979339
GA,Colquitt County,31.2072856,-83.8473015,13071,45898,320,0.697198135,45498,406,0.8923469163,42053,337,0.8013697001
GA,Columbia County,33.5098514,-82.2583297,13073,156010,227,0.1455034934,124053,261,0.2103939445,89288,98,0.1097571902
GA,Cook County,41.7376587,-87.697554,13075,17229,66,0.3830750479,17212,0,0,15771,35,0.2219263205
GA,Coweta County,33.3716708,-84.7315563,13077,146158,370,0.2531506999,127317,377,0.2961112813,89215,478,0.5357843412
GA,Crawford County,41.6661391,-80.2767327,13079,12130,29,0.2390766694,12630,15,0.1187648456,12495,22,0.1760704282
GA,Crisp County,31.8875724,-83.804868,13081,20128,247,1.227146264,23439,197,0.8404795426,21996,179,0.8137843244
GA,Dade County,25.5516034,-80.6326916,13083,16251,44,0.2707525691,16633,94,0.565141586,15154,34,0.2243632044
GA,Dawson County,34.412912,-84.1435136,13085,26798,82,0.3059929846,22330,137,0.6135244066,15999,78,0.4875304707
GA,Decatur County,39.3176186,-85.520024,13087,29367,603,2.053325161,27842,815,2.927232239,28240,266,0.9419263456
GA,DeKalb County,33.7956441,-84.2278796,13089,764382,1983,0.2594252612,691893,4455,0.6438856875,665865,3181,0.4777244637
GA,Dodge County,43.3994215,-88.7108964,13091,19925,1269,6.368883312,21796,1308,6.001101119,19171,1047,5.46137395
GA,Dooly County,32.1593447,-83.804868,13093,11208,1671,14.90899358,14918,1897,12.71618179,11525,1163,10.09110629
GA,Dougherty County,31.5439375,-84.2278796,13095,85790,470,0.5478493997,94565,983,1.039496643,96065,1080,1.124238797
GA,Douglas County,39.2587106,-104.9388853,13097,144237,474,0.3286258034,132403,803,0.6064817262,92174,520,0.5641504112
GA,Early County,31.3901106,-84.8984775,13099,10854,42,0.3869541183,11008,47,0.4269622093,12354,53,0.4290108467
GA,Echols County,30.7503289,-82.9501558,13101,3697,0,0,4034,0,0,3754,0,0
GA,Effingham County,32.378148,-81.3839326,13103,64769,189,0.2918062653,52250,495,0.9473684211,37535,138,0.3676568536
GA,Elbert County,39.3537004,-104.1930918,13105,19637,29,0.1476803992,20166,50,0.2479420807,20511,54,0.2632733655
GA,Emanuel County,32.5726629,-82.3017728,13107,22768,842,3.698172874,22598,602,2.663952562,21837,244,1.117369602
GA,Evans County,32.1427011,-81.909826,13109,10774,381,3.536291071,11000,371,3.372727273,10495,412,3.925678895
GA,Fannin County,33.5544296,-96.1526985,13111,25319,32,0.1263872981,23682,55,0.2322438983,19798,28,0.1414284271
GA,Fayette County,33.4502206,-84.4802606,13113,119194,133,0.1115827978,106567,287,0.2693141404,91263,191,0.2092852525
GA,Floyd County,38.2869276,-85.8895551,13115,98584,1079,1.094498093,96317,1008,1.046544224,90565,863,0.9529067521
GA,Forsyth County,34.2358502,-84.1435136,13117,251283,349,0.1388872307,175511,239,0.1361738011,98407,133,0.1351529871
GA,Franklin County,40.0154745,-82.9931607,13119,23424,94,0.4012978142,22084,65,0.2943307372,20285,54,0.2662065566
GA,Fulton County,33.8033965,-84.3962535,13121,1066710,7475,0.7007527819,920581,5265,0.5719214279,816006,7675,0.9405568096
GA,Gilmer County,34.6935359,-84.4802606,13123,31353,74,0.2360220713,28292,113,0.3994061926,23456,59,0.2515347885
GA,Glascock County,33.2422994,-82.6267345,13125,2884,0,0,3082,0,0,2556,0,0
GA,Glynn County,31.2624169,-81.6035062,13127,84499,358,0.4236736529,79626,448,0.5626302966,67568,283,0.4188373194
GA,Gordon County,34.4891699,-84.8567932,13129,57544,218,0.3788405394,55186,281,0.5091871127,44104,154,0.349174678
GA,Grady County,35.0472662,-97.87216,13131,26236,82,0.3125476445,25011,113,0.4518012075,23659,66,0.2789636079
GA,Greene County,39.697399,-83.8897057,13133,18915,0,0,15994,61,0.3813930224,14406,47,0.3262529502
